,label,review
290,0,un vrai navet .. scénario nul ... acteurs médiocres ... et le top...des effets spéciaux mauvais comme rarement...même un hélicoptère dans le ciel c'est une horreur ....bref perte de temps.
291,0,"Bidon, film ennyant et les acteurs joue tres mal. surjoué a EVITER"
292,1,"Un tres bon western tres peu connu, avec une musique magistrale a la magie du western."
293,1,"olala! olala! j'en suis toute retournée, le meilleur film policier que j'ai jamais vu. L'histoire est tout simplement trépidante, les acteurs sont vraiment trop : trop forts et trop charmants. La réalisation est rythmée, les scènes d'action sont géniales et le suspense insoutenable."
294,0,Deux cours métrages anecdotiques et pour le moins ennuyeux. Le discours sur la fanfare est intéressant mais en tant que spectateur il est moralisateur et d'un autre âge. L'audition est vraiment long et soporifique.
295,1,Le film vaut pour ses décors et son image qui sont sublimes. Certaines scènes sont vraiment poignantes et sont la définition même du mélodrame. Après il est vrai que quelques passages sont quelque peu lourdingues. Dommage aussi que la partie sur le cirque soit si courte.
296,1,"J’ai eu la chance de voir ce film hier soir en présence du réalisateur car il a été tourné en partie dans notre région, et ce fut une soirée plus que très agréable. Le film est prenant, Hélène de Fougerolles est fantastique pour faire ressortir ses questionnements, ses sentiments uniquement par des regards, des respirations. Le jeune Julien est également bien à sa place dans ce rôle, et fort sympathique au naturel. Pour Jean Paul Guyon : Pour son premier long métrage : Bravo !!!!! En résumé, dès qu’il repasse dans les salles de la région, je retourne en reprendre une deuxième dose."
297,1,"Japoniaiserie en forme de bourgeois gentilhomme contenant dans l'ordre une grosse blonde entourée de crétins sans noms à faire rêver nos jeunes frères de 12-13 ans, des pourceaux présidents, des ronds-cuir idiots monopolisant plus que de raison & s'accordant bien trop de droits ainsi qu'un 'barking dog' vilain & pas beau à abattre dans les + brefs délais: tout pour plaire."
298,0,"Si les costumes et les décors peuvent faire illusion (on a vu pire), la direction d'acteurs est exécrable (il faut voir le type jouant Akhenaton ânonner son texte avec un air idiot), les dialogues sont puérils, voire débiles, la mise en scène est ridicule (les mouvements de foules sont impayables) et l'histoire inintéressante. Heureusement cette pitrerie sans humour ne dure que 68 minutes et on peut éventuellement se consoler avec la présence de la superbe Michela Rocco di Torrepadula, ex Miss Italie qui a l'extrême obligeance de nous dévoiler ses charmes."
299,1,"Superbe film, qui aborde sans détour, dans la lignée d'""un long dimanche de fiancailles"" de JP Jeunet, l'absurdité de la guerre et celle de 14/18 en particulier : les journées de combat pour rien (avancer ou reculer de...30m!),la boue, le froid, la peur...et le handicap à vie ou la mort. Acteurs très justes, belle histoire d'amour, cocktail très réussi comme on aimerait en voir plus souvent !"
300,1,"Appartenant à une génération davantage bercée par la ""Trilogie du dollar"" de Sergio Leone que par les films avec John Wayne, je n'ai vu que peu de westerns mettant en scène des Amérindiens et la filmographie de John Ford, grand ponte du genre, me reste assez mystérieuse puisque je n'ai vu de lui que ""La prisonnière du désert"", ""L'homme qui tua Liberty Valance"" et ""Je n'ai pas tué Lincoln"". Mais contrairement à un western classique, Scott Cooper, pour sa quatrième réalisation, signe une belle fresque crépusculaire en forme de road-movie qui traite aussi bien du déracinement subi par les différentes tribus au profit de l'appropriation des terres par les colons américains que du besoin de retourner vivre ses dernières heures dans sa contrée natale ou encore.du respect mutuel entre deux guerriers ennemis. Un film sans parti pris, assez neutre dans son traitement des personnages qui écorne brillamment l'image traditionnelle du cow-boy en montrant à la fois une violence et une sagesse pleines d'ambiguïtés. Une mise en scène sobre, accessible mais impeccable, riche, une très belle photographie. Entre un Christian Bale toujours aussi magnifiquement monolithique, un Wes Studi toujours aussi charismatique, à la fierté altière et une Rosamund Pike de plus en plus convaincante dans ses rôles complexes, profonds et sans oublier une nouvelle prestation nerveuse, dérangeante de Ben Foster, un casting vraiment imposant et des acteurs superbement dirigés. A mi-chemin entre le lyrisme de ""Danse avec les loups"" et l'âpreté du film de Clint Eastwood ""Impitoyable"", un long-métrage à la fois très moderne dans son propos et chargé de références. Une belle sensation pour un récit puissant."
301,0,"""Un truc fade qui ne ressemble à rien"", cette définition qualifie aussi bien cette substance appelée Flubber que le film du même nom. Affligeant."
302,0,"Film déprimant au possible, ""La nourrice"" est à proscrire les soirs où le moral est au plus bas. C'est simple, les personnages tirent tous les tronche du début à la fin, y compris lorsqu'ils sont heureux. A cela s'ajoute une esthétique très 70's, tant la qualité des images laisse à désirer. Pour rester cohérent avec l'ensemble, Marco Bellocchio adopte d'ailleurs une réalisation old school avec une lenteur assassine. En clair, on s'ennuie ferme. Et quel dommage, car le jeu des uns et des autres est de qualité, et Bellocchio parvient à mettre en scène toute la complexité des émotions humaines. On se noie facilement dans le bleu des yeux de Valeria Bruni Tedeschi, et l’ambiguïté du personnage de Mori à l'égard de celui de Annetta ne cesse de fasciner. Elément déterminant, du moins pour ma part, le rôle trop décoratif de l'histoire. Un drapeau rouge, quelques placards sur les murs, ... on se demande bien quel rôle Bellocchio voulait accorder aux agitations sociales de l'Italie du premier XXe siècle. En résumé, un film artésien tant il rebutera les jeunes spectateurs, à réserver à un public très averti."
303,1,"Précurseur d'un sous-genre les films d'école. le sujet qui est abordé est sensible et toujours d'actualité, la violence en milieu scolaire. Parfois un peu facile dans certaines des situations montrer à l'écran mais cela reste pertinent. En bonus c'est une des premières fois que l'ont entend du rock dans un film !"
304,1,"Un film très attendu par les fans des deux REC, pout moi c'est une Tuerie ce film!!!! Dès les premières minutes on est plongés dans l'ambiance du premier Rec. Une réussite ce REC4, bien gore, bien rythmé. J'ai passée un bon moment de frisson. Un 5ème serait super si on reste dans cette ambiance bien gore et flippante!!!!!!!"
305,0,"Dommage qu'il n'y ait pas d'étoiles négative; - 5* Les effets spéciaux sont fait sur un windows de 1990, les acteurs sont ridicules, le scenario est édifiant de bêtise.. Ca faisait longtemps que je n'avais pas vu un film aussi stupide.. Une question demeure.. ou est passé ce film.. il faut virer le producteur.."
306,1,"Houlà là les condamnations vont pleuvoir...... ce film est une excellente surprise doublée d'une critique acerbe envers la religion, la justice, la police et finalement un plaidoyer pour l'auto défense..... Une Katie Holmes au mieux de sa forme nous campe une justicière tout à fait convaincante et impitoyable, accompagnée par un shérif (James Badge Dale) fou amoureux d'elle, leur chemin sera mortifère....... le scénario est bien amené, les costumes de Kate sont trop cute, seul le manque de profondeur du sujet empêche le film d'être plus qu'un excellent film, c'est déjà pas mal....... les bobos machistes vont avalés de travers...... J'aime Miss Meadows....."
307,0,"Il s'inscrit dans la veine des films asiatiques d'horreur, sombre, inquiétant et à la musique grinçante sauf que...Il n'en a pas toutes les qualités, voire même il cumule leurs défauts!!! Il se laisser regarder tout de même, mais sans plus."
308,1,"Daens est un film retraçant le travail des ouvriers, de comment sont vue les socialistes, de comment réagit le parlement face à ces problématiques, ... Je dirais que le film est très réussie, il retrace vraiment bien les conditions de travail et d'hygiène des citoyens, d'un coté les riches et de l'autre, les pauvres. Ce film est émouvant d'un coté et ""trash"" à la fois, il y a des scènes qui sont assez dur mais qui montre belle et bien la réalité de l'époque entre ces différent partit, mais surtout des conditions de travail des ouvriers, ... . Pour le jeu des acteurs, je dirais que c'est plutôt bien joué, le casting n'est pas grandiose, ce film n'est pas un blockbuster mais au moins il est réussie. Le scénario n'en parlons pas, il est très bien écrit, il relate très bien les faits de cette époque et donc pour moi, ce film mérite un bon 16/20. Si je ne mets pas plus, c'est le faite que j'ai trouvé l'intrigue assez lente, et il fallait vraiment attendre le tiers voir la seconde partie du film pour être entraîner dans l'histoire et donc voilà, ce film je l'ai vu une fois, je ne le verrais pas deux fois certes, mais ce n'est pas pour autant que je ne l'ai pas apprécié. L'histoire est donc très bien travaillée mais il faut le dire que c'est quand même assez long et lent, surtout au début. ;) PS: Comme quoi la Belgique fait de très beau film quand elle veut. :p"
309,1,"Un film touchant de l'age d'or d'Hollywood qui a pour message d'accepter l'autre et de soi-mème par le réalisateur talentueux Vincente Minnelli !! Datant de 1956, l'histoire d'un garçon qui retrouve sa chambre d'étudiant et ses souvenirs. Des souvenirs un peu complexe sur le jeune homme étant mal accepté par ses camarades, les surveillants et mème son père parce qu'il avait des gouts pour le chant, le tricot, une façon de marcher avec féminité, d'avoir les cheveux mi-longs et il souffrait du regard des autres sauf la femme d'un professeur qui sympathise avec lui souvent comme le titre l'indique à l'heure du thé. La suite, je ne la raconte pas mais voila une belle preuve d'amitié et de tolérance que Vincente Minnelli a su transmettre aux spectateurs. ""Thé et sympathie"" est un film au charme désuet d'autrefois qui se laisse regarder avec passion aujourd'hui. Déborah Kerr est excellente en femme attentive tout comme le jeune homme qui joue trés bien. Avis aux amateurs et surtout amatrices auquel le film est destiné."
310,0,"Quel supplice...de regarder ce film jusqu'a la fin !! C'est vieillot (normal pour l'époque...) mal filmé, mal joué, le son est mauvais et aujourd'hui ce film frise presque le ridicule ! Je me suis ennuyé du début à la fin..."
311,1,"Un très bon petit film noir, certes classique dans l'histoire, mais rudement efficace niveau mise en scène."
312,1,"Avec les films de l’espace, nous étions habitués au lyrisme de la conquête,ou aux images feutrées d’une fusée qui glisse en douceur, vers des espaces infinis. Et voilà que Damien Chazelle, nous parle de couteau suisse, nous montre des engins vétustes, faits de bouts de ficelles et de bouts de bois, avec un bruit assourdissant…. Il nous montre une Amérique qui se demande aussi, s’il n’y avait pas d'autres priorités sur la terre ferme. Parallèlement à ce discours universel, il y a la famille Armstrong, ses rêves et ses drames. Grâce au film, on touche du doigt l’incertitude absolue de ces missions…. et la fragilité de ces « héros ». Au lieu de « glorifier » cette épopée de l’espace, Damien Chazelle s’interroge? Le personnage de Ryan Gosling n’est jamais tout à fait sur terre et peut-être, pas même dans l’espace ?"
313,1,"Etant allée au ciné le jour de Noël par dépit (payer une redevance télé pour y voir de sombres bouses pendant les vacances scolaires et même à longueur d'année pour être honnête!...), je me retrouve donc devant CATS en VO (dont j'ai entendu parler dans mes jeunes années mais que je n'ai jamais ni écouté ni vu) un 25 décembre avec ma progéniture de 11 ans et mon amoureux. Nous n'attendons pas grand chose de ce film, sinon un peu de divertissement. Nous voilà finalement embarqués dans cette histoire, subjugués par l'ambiance (rues sombres de Londres), les personnages, leurs costumes, les chorégraphies et les tours de chant. En bref, une très agréable surprise! Même ma 11 ans qui parle un peu Anglais a adoré (je l'ai entendue entonner quelques refrains!!!) Alors certains diront que c'est kitsch, dénué d'intéret... mais nous nous avons adoré! C'est surprenant, original, décalé voire même bluffant! Je conseille vivement pour passer un moment magique hors du temps!"
314,1,"Auréolé de son Ours d'Or obtenu à Berlin, ""Miel"" a bénéficié lors de sa sortie en septembre d'un nombre relativement important de copies, contrairement à ""Milk"", sorti le même jour, ou que ""Yumurta"" (""L'oeuf"") sorti en 2008. Espérons que le succès remporté permettra à ""Milk"" et à ""Yumurta"" de bénéficier d'une ""nouvelle"" sortie ! Film contemplatif, ""Miel"" est, avant tout, un film esthétiquement très réussi : par leur utilisation de la lumière, certains plans font penser à Vermeer, ce qui, pour moi, n'est pas un mince compliment. Ne serait ce que sur ce plan, la comparaison entre l'ours d'or et la dernière palme d'or est plus que sévère pour le jury cannois ! Mais ""Miel"" n'est pas que beau ! Il y a une excellente direction d'acteurs, une immersion très réussie dans une nature pleine de mystère et l'histoire d'un petit gamin de 6 ans, extraordinaire de grâce et de sensibilité. Après les chefs d'œuvre de Nuri Bilge Ceylan, le cinéma turc n'arrête pas de nous étonner !"
315,1,"Difficile de ne pas tomber amoureux d'un tel film. Malgré le fait que le film nous déverse des bons sentiments tout le long, l'ensemble est tellement bien réalisé et ficelé et le design des personnages et leur émotions tellement parfait que l'on se laisse très rapidement transporter par l'histoire, elle aussi magnifique. Ratatouille est l'un des tous meilleurs films d'animation, et l'un des tous meilleurs films tout court de tous les temps."
316,1,"Tres beau film, vraiment bien..."
317,1,"Film assez proche d’""Adieu ma concubine"", il ne souffre pas de la comparaison. Réalisation soignée, moyens conséquents, très bons acteurs, l’histoire basée sur des faits réels est en plus très originale. ""Le roi et le clown"" est de ces films inconnus qui méritent d’être vus et qu’il est très agréable de découvrir."
318,1,"Excellent! Un film vraiment génial sur ce couple de trentenaire aux nationalités différentes. Un film qui parlera à tous mais particulièrement à la génération dont fait partie ce couple... Le scénario est excellent, il aborde plusieurs sujets et permet de connaître le point de vue de chacun, du jeune homme et de la jeune femme mais aussi celui de la française face à celui de l'américain. C'est vraiment marrant de constater ces différences: cela donne de nombreuses discussions, engueulades et des situations bien tordantes d'autant plus que les deux acteurs sont vraiment supers, et hyper convaincants... Ca donne un film très original, dynamique et frais réalisé presque comme un documentaire. Un grand bravo à cette idée de Julie Delpy qui mériterait d'être mieux reconnu en France..."
319,1,"Super film, je ne m'attendais pas a un truc aussi violent c'est vraiment une excellente surprise. C.Farrell est parfait. On passe de scènes d'humour decalé et de dialogues absurdes a de la violence assez sombre, voir a des scenees plutot triste. J'adore les films qui melangent les genres comme ca"
320,0,"Scenario convenu et décérébré, en fait le scenariste a du pondre l histoire en quelques jours maxi, j'espère qu'il a pas été payé cher J ai eu l impression d etre devant la suite de power rangers ... combinaison de couleurs, ils s'appellent Ranger machin , Ranger bidule... et ca va jusqu au megazord Une honte pour une suite d un film qui etait aussi sympathique et rafraichissant que le 1 Pour moi fait parti des suites qui n auraient jamais du exister ... du moins pas comme ca"
321,1,"Ted Bundy est l'exemple même de la personnalité insondable et profondément complexe. Comment expliquer un aussi irrépressible besoin de tuer?! Conflit de personnalité? Complexe d'infériorité? Ou tout simplement pure folie. Il représente l'essence même du prédateur sexuel et tueur en série. Ses meurtres sont imprécis, malsains et immoraux. C'est à se demander s'il ne cherche pas volontairement à se faire coincer. Un étrange personnage qui soulève bien des interrogations. Mais qui est Ted Bundy? Un homme extrêmement intelligent qui se prend pour un fou, ou un fou qui se croit intelligent? Inutile de chercher à le juger en temps qu'humain. Il parait préférable de ne jamais croiser son chemin, ni son regard, car celui-ci vous glace le sang. Il aurait assassiné une centaine de femmes durant les années 70, dont la plupart de ces meurtres n'ont jamais été élucidés. Appelons cet individu un ""inadapté social"" qui, aux yeux de tous, semble être de bonne éducation, courtois et cultivé. C'est surtout en cela qu'il est dangereux, car imprévisible. Parler ainsi d'une bête fiction pourrait susciter l’indifférence, mais il s'agit bien de faits avérés. Ted Bundy fut l'un des criminels les plus tristement marquant de l'histoire des États Unis. Le terme de ""serial killer"" fut évoqué pour la première fois lors de son procès en 1978, et ce film est son biopic. Même scénarisés avec une once d'humour pour le cinéma, ces faits vous tétanisent sur place. Nous devons avant tout cette sensation à la qualité de la mise en scène, et surtout la prestation exemplaire de Michael Reilly Burke pour rendre au Diable ce qui lui appartient, à savoir le mal incarné. Dérangeant. 4/5"
322,0,"Quelle foirade cette saga; et ça n'en finit donc jamais! Comme si je pouvais m'attendre à une quelconque amélioration après 4 opus pathétiques. Et la blague va très loin: comme si un flop ne lui suffisait pas, le réalisateur double la mise au prix de sa dignité en tournant deux navets consécutifs la même année. C'est un exploit je dois l’admettre. Celui là est bel et bien productif en ce qui concerne la nullité absolue. Je le dis et je le répète, une série B ne devient drôle que si le message délivré est assumé jusqu'au bout. Et bien, j'attends; où est donc la rigolade tant attendue. En effet, j'oubliais ce casting à mourir de rire, recruté par degrés de médiocrité. Jamais le milieux du cinéma n'a été autant bafoué par de si pitoyables doublages et un nombre incalculable de répliques au rabais. Et comme si cela ne suffisait pas, le scénario est minable. Un filon exploité de son jus et même bien au delà du zeste, à tel point qu'il n'y a plus rien à presser. Le premier opus étant le mieux ne volait déjà pas très haut, on atteint ici les sommets. Au final, c'est vrai qu'on a tendance à se marrer, mais plus par pitié que de bon cœur. Achevez moi. 1,5/5"
323,0,"Rendons d'abord hommage à la photo, aux décors et aux costumes, étonnamment réussis par rapport au niveau 0 (-1000 ?) de tout le reste. Car, en terme de ressenti, regarder ""The Longest Week"" c'est un peu comme manger le vomi de Woody Allen. Pendant 1h20. Et tu finis bien l'assiette s'il te plait, regarde, il en reste un peu sur le bord. J'ai rarement vu un film aux dialogues aussi poussifs et pas naturels au point qu'on en est mal à l'aise pour les comédiens. Comédiens qui se noient d'ailleurs littéralement dans la fange qu'est ce film, mais leur jeu d'acteur est tellement exécrable qu'on les soupçonnerait presque d'aimer ça. Saupoudrez le tout d'une la voix off démonstrative insupportable comme si elle s'adressait à des enfants oligophrènes, et vous obtenez cet amas fécalo-filmique que même les vers n'oseraient pourrir."
324,1,"""Les Noces funèbres"" se déroule au 19ème siècle, dans un petit village d'Europe de l'est, et raconte l'histoire de Victor (doublé par Johnny Depp), un jeune homme qui se retrouve marié par mégarde au cadavre d'Emily (doublée par Helena Bonham Carter) et se voit du même coup entraîné dans le monde des morts. Même si ce monde lui plaît, Victor ne peut oublier Victoria... Pas aussi réussi que ""L’Etrange Noël de Mr Jack"" selon moi, j'ai quand même bien apprécié ces ""Noces funèbres"", qui sont une nouvelle preuve de l'imagination sans limite de Tim Burton. Comme souvent avec les films de ce grand cinéaste, je me suis laissé entraîner dans cette belle histoire, qui comporte beaucoup d’humour (qui fait mouche à chaque fois) et un peu de mélancolie. L’animation est proche de la perfection et la musique de Danny Elfman absolument superbe (j’ai même apprécié les chansons). La VO est à privilégier si on le peut, car le casting des voix originales est impressionnant : Johnny Depp, Helena Bonham Carter, Emily Watson, Tracey Ullman, Christopher Lee... Néanmoins, la VF est de bonne facture."
325,1,"Très bon film, belle intrigue, quelques moments d'angoisse et de sursaut. Je le recommande"
326,0,"Western de série B qui aida sûrement à la décadence du genre ! Quelques bagarres qui paraissent désormais grotesques, quelques belles chevauchées… et c’est tout ! Un scénario infantile et l’inoxydable Randolph Scott, aussi expressif qu’un radar fixe !"
327,1,"El Campo est une reconquête à la vie, dans les codes du film d'horreur avec une écriture soignée et minutieuse. Hernan Belon prend le temps d'installer les détails et les bases de son histoire pour mieux capter l'angoisse de son personnage féminin. Cette angoisse qui mettra le feu aux poudres dans une crise conjugale à venir avec ce déménagement conséquent, qui nous questionne sur le sens de la vie. J'ai vu ce film au Festival International du film d'Amiens 2011 et j'ai été totalement conquis par ce film."
328,1,"Un très bon film avec un Van Damme au top de sa forme qui prouve qu'il a beaucoup d'humour, en effet le film possède quelques scènes humoristiques. Un scénario très original très bien exploité et qui rend le film vraiment attractif. Les paysages et les décors sont magnifiques alors n'attendez plus."
329,0,"C'est franchement mauvais ! Les personnages sont transparents. Les caractères sont à peine esquissés. Ils changent d'attitude sans raison évoquée. Le chef des Rangers qui se targue d'avoir des manuels stratégie militaire envoie ses hommes dans tous les traquenarts que leur tendent les méchants-pas-beau. Certains apparaissent et disparaissent comme par enchantement. C'est affreux de voir un tel gâchis sur un tel sujet. On a l'impression d'avoir une surprise de boulangerie : plein de bordel (profusion de personnages) sans aucun lien entre ses éléments (l'histoire est racontée comme si sagissait du résumé du film qui aurait du être fait), et au final on est très très très déçu. Je retourne voir OPEN RANGE et laisse ce western spaghetti qui se prend au sérieux au chat de la voisine. Insipide !"
330,0,"Où est le Tim Burton déjanté de ""Beetlejuice"", le Tim Burton émouvant, poétique et drôle de ""Edouard aux mains d'argent"" ou ""Les noces funèbres"", le Tim Burton gothique de ""Sleepy hollow"" ? Ce ""Dark shadows"" est l'œuvre d'un Tim Burton assoupi - depuis quelques films déjà - qui se contente de sa propre caricature mollassonne. Autrement dit ce ""Dark shadows"" est bien décevant, et là où on attendait un festival de délires morbides qui aurait permis de dire qu'il n'est pas mort - artistiquement -, on n'a qu'un film tristounet d'une grande banalité. Tim... il faudrait te réveiller..."
331,1,"Neuvième réalisation de Clint Eastwood, HonkyTonk Man est un film assez personnel d’Eastwood. On y suit, pendant la grande dépression, Red Stovall un guitariste de country qui va traverser les USA pour passer une audition et enregistrer un disque avec son neveu, malgré sa maladie. On suit donc les péripéties de ce chanteur, qui va rencontrer des gens, avoir des ennuis, se retrouver face à la maladie... Le film a un rythme plutôt lent, mais ce n'est pas vraiment un problème quand on est pris dans le film et son atmosphère, son ambiance, son excellente musique... C'est aussi, et comme souvent chez les films de Clint les plus personnels, un hymne à la liberté. La mise en scène reste assez classique mais naturelle et belle. Coté casting, c'est Clint Eastwood lui-même qui joue le rôle principal, et il le joue très bien. Il fait appel à son jeune fils Kyle Eastwood pour jouer son neveu qui ne démérite pas non plus. Les autres rôles, plus ou moins important sont bien interprété. Pas le plus grand film d’Eastwood, il est même mineur dans sa filmographie, mais c'est un film attachant, sincère et émouvant."
332,1,Très belle réalisation menée de main de maître par Christian Le Hémonet. Ce huit clos est servi par de remarquables acteurs d'une justesse incroyable et totalement investis dans leur rôles. J'ai adoré !!!
333,0,"Christian Slater ne parvient pas à sauver cette bouse d'une chute sans fin aux tréfonds des films les plus pourris de l'histoire du cinéma... Il y a en effet des films dont on se demande pourquoi ils ont été tournés : eh bien pour celui-ci, la réponse est simple, pas pour vous faire rêver, ni pour vous divertir, mais pour vous faire acheter la place de ciné ou le dvd sur la base accrocheuse de son affiche et de sa tête d'affiche (Slater que je maudis d'avoir accepté ce rôle). Après vous vous démerdez, pas de sav !! ça me fait penser aux daubes fabriquées en Chine, quand on déballe de sa jolie boîte le produit, on découvre une merde en plastique de mauvaise qualité qui va vous lâcher après la première utilisation (chacun a dû vivre ça ;-) Aux chiottes Alien War, Stranded ou Invasion de la Lune ou peu importe ses nombreux titres !!"
334,1,"Là c’est du très lourd. Les anglais ne produisent pas beaucoup de films mais quand ils s’y collent ça plaisante pas. C’est l’histoire d’une bande de flics corrompus jusqu’à l’os, et qui va jour après jour s’enfoncer un peu plus. Réalisation coup de poing, hyper violence à tous les étages. Un vrai film de grandes personnes avec des vrais méchants dedans. Mad Max peut aller se rhabiller. 4 étoiles"
335,0,"Mais qu'est-ce que c'est que ce film à deux balles ? D'abord, il ne se passe quasiment rien pendant une heure, que des poupées cassées et une boîte à musique, très flippant pour un gosse de cinq ans, peut-être. Et puis arrive un twist dont on se sert régulièrement dans ce genre de film, mais ici en totale contradiction avec la scène du début, donc, juste pour abuser le spectateur. Sinon, on s'ennuie, et la toute fin est encore en contradiction avec le fameux twist, bref, c'est incompréhensible. Les admirateurs de De Niro seront déçus, n'importe quel acteur juste moyen pourrait jouer un rôle aussi con. Bref, un film de star qui cachetonne pour notre plus grand déplaisir."
336,0,"Je reste un peu sur ma faim concernant ce film retraçant l'itinéraire d'un tueur psychopathe sans qu'on connaisse véritablement les raisons de ses passages à l acte. L'absence de transition prouve que le réalisateur a voulu simplifier au maximum le scénario, très pauvre qui plus est. On notera toutefois la crédibilité des acteurs/actrices qui contribuent à rendre ce film terrifiant, tant il semble authentique. La fin est pour ma part on ne peut plus inattendue.. !"
337,1,"Projeté en avant première dans un festival à Dinard en novembre 2015, ce film a été très applaudi. Tout d'abord parce qu'il s'inspire d'une histoire vraie: les difficultés surmontées par Francis Perrin et sa femme pour élever leur fils autiste et surtout l'extraire d'un blocage total de la communication qui aurait pu l'handicaper toute sa vie. C'est un enfant autiste qui joue le rôle, par définition spontané, de l'enfant autiste. C'est donc aux excellents comédiens qui jouent les rôles des parents, de s'adapter sans cesse au jeu imprévu de l'enfant. Après la période de déni, vient celle de la consultation frénétique des praticiens, qui presque tous, et c'est malheureusement là encore la réalité, sont incapables d'apporter le bon diagnostique ou en arrivent à des conclusions qui, si elles étaient écoutées, reviendraient à enfermer l'enfant dans un asile. Or, comme l'ont montré des parents comme Francis Perrin, des méthodes, certes coûteuses, existent, mais qui peuvent amener l'enfant à une relation quasi normale avec son environnement. C'est justement l'objectif bien atteint par ce film et par ses acteurs, de montrer cette voie possible, donc de redonner espoir à des parents trop vite désespérés. Une histoire convaincante et salutaire."
338,0,Je n'ai pas très bien compris le but du film en tout cas ce n'est pas drole.
339,1,"Quand un réalisateur accepte de se laisser emmener par son sujet et qu'il découvre que le film, qu'il tourne n'est pas celui qu'il projetait de tourner. On peut circuler dans l'horreur et néanmoins permettre qu'une rencontre fructueuse advienne. Ce film est exemplaire et illustre le processus transférentiel. Un cadre de rencontre s'institue. Une parole s'énonce. Un désir de dire s'adresse. La réception du dire engage celui qui prononce, mais aussi celui qui écoute. L'écoute n'est pas jugeante, mais elle s'engage. Le cadre n'est pas le préalable, il se construit à chaque instant. Même si ce n'est pas l'objet de ce film, c'est tout de même une belle démonstration du processus psychanalytique. Les détracteurs de la psychanalyse, qui affirment qu'elle n'est pas scientifique, n'ont pas tort. Leur tort, c'est de penser que l'ascientificité de la psychanalyse serait son point faible, alors que son efficace résulte précisément de cette rencontre un par un et qu'aucune garantie préalable que ça va marcher à coup sûr ne peut être fournie. Le réalisateur n'est pas psychanalyste, mais il sert la cause freudienne en allant explorer sans reculer là où on n'a pas envie de partir en excursion. Bravo pour ce projet, qui donne sa place à l'intime, alors qu'il expose sur un écran l'indicible et l'innommable. Une belle démonstration également de ce qu'est la sérendipité."
340,0,"Aussi connu sous le titre ""Hallucinations"" cette production Hammer de Pete Walker en contient tous les ingrédients et truismes, et l'ensemble (teinté de grand-guignol parfois ironique avec l'histoire de ce chanteur évoluant dans un milieu riche) se laisse regarder parce que l'ensemble ne déparerait pas des oeuvres d'aujourd'hui du même genre: Et puis le lent glissement opéré dans le film du réel vers le total inconnu, ou dans l'absurde illimité, pourra plaire à d'aucuns."
341,1,"Robert Lamoureux revisite à merveille la seconde guerre mondial en compagnie des géantissimes Jean Lefebvre, Pierre Mondy, Aldo Maccione et Pierre Tornade, l'humour est parfaitement irrésistible, chaque scène est une scène culte, chaque réplique est une réplique culte, cette trilogie est inoubliable et immortel, que du bonheur !"
342,0,"Film assez bof de la part de DC (même s'il se regarde). Il faut admettre que je n'ai jamais été fan des Teen Titans, j'ai toujours trouvé l'idée de super-héros enfants assez ridicule. L'histoire est suffisamment accrocheuse, même s'il n'y a pas de véritable suspens. Les personnages sont sympathiques (que ce soit Raven, Beast Boy ou Blue Beetle) à l'exception de Damian Wayne, toujours aussi insupportable d'arrogance, qui pourtant est le personnage principal de ce film. Le doublage (en version originale), reprenant celui des films précédents, est toujours aussi bon. Il n'y a pas de reproches à faire sur la qualité de l'animation. Les scènes d'action sont plutôt réussies. Le film se regarde mais est loin d'être dingue."
343,1,"Les acteurs sont juste extraordinaires notamment Azize alias Mitraillette où on s'attache très vite à ce personnage extraordinaire ! On sent toute la complicité de l'équipe. Un autre regard de la vie de quartier, drôle, positif et réaliste. Excellent moment ! A aller voir de suite !"
344,1,"vraiment excellent, du vrai film de zombie!! on en redemande! au moins un ""tome 2 "" qui ne s'esouffle pas !"
345,1,"Un excellent film! Le fond historique est bien respecté. Edward Fox y interprète avec justesse un tueur froid, méthodique, prêt à tout pour atteindre sa cible. En face Michael Lonsdale, est un flic tout aussi méthodique, mais plus humain. Seules imperfections, des longueurs dans la dernière partie du film. Quelques plans de défilés militaires, de prise d'armes auraient pu être coupé sans préjudice pour le film."
